scramble,orientation,2x2x2,2x2x3,EO,block_fr,block_br,co,pll,total_moves
F' B2 D F L B U2 L' D2 F B D2 F2 U2 D2 L D2 R' D F,,B' L' R2 U' L2 F L',B' L' B R B' L,F' R B' F2 D' B F',D R' D2 R D2 R' D2 R,D' R2 D R' D' R2,D' L' D2 L2 D L2 D L2 D2 L',D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2,58
F2 D2 F' B' U' L2 B L D B D' B R2 D' F' U' R2 F B2 D' U R2,,L2 U F L2 R F',U' B2 U B D' B2,R B' F D' B F',R' D2 R D2 R' D' R,D L' D R' D' L R2,D B' L' B R' B' L B R,D' R' D L' D R D2 B R F2 R' B' F2 D L D',57
F2 U2 R' B2 F D U2 L' B' R2 U2 B F' L2 F2 B' D2 U L2 F',,R' D' U L' B U',B2 R B L' D' L,F' R B' F2 D' B F',R2 D2 R D R' D R2,R D' R' D2 R D2 R',B' D F D' B D F',D F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D',56
B2 R' B D R' F U' D' R B2 F' D F U' F' B R F' U F' U F2 U R2,,L' D F R2 F L',D' L' D L R2 B,R B' D' B,R' D2 R,B2 R D' B2 D R' B2,F D' B' D F' D' B,D' D' B2 U' L2 D L2 B2 U R2 D' R2 D,46
R L' F2 D2 F2 U R B' U B F' D' F' B' L D' B' D' R U2 L2 D' B2,,L2 D F U F,B' U R D U' B2,R2 B' F D' B F',D2 R D R' D' R,R D2 R' D' R D R',R D R' D R D2 R',D L' R' D2 L R B D' F D2 B' D F' D,51
R2 U' F' U' L' D' R L2 F' U' R F' R' B' D' F' U R' U' B2 U2,,U' R U' B F U',D' R2 B' R D2 B',R2 B' D B,D R D2 R2 D' R2 D' R',D' R D R2,F D' B' D F' D' B,D' L R D2 R' D' R D2 L' D R' D2,47
R' B2 R F' L' R U2 F2 R2 U R' D2 R2 L2 U' B2 L F2 D' F R D' U',,B R2 D L' B2 U2,U' B2 U R' D' B2,F' R F2 D2 F',R' D' R D R' D' R,R2 D R2 D2 R D R2,D' L2 B2 L F2 L' B2 L F2 L,D' F2 U B2 U R2 B U F' U2 B U' F' D' D,56
R U2 D F2 D' R B U B' L D' R2 B2 L' U2 D F R' L2 B2 L' F2 L B,,B U' B' L,B2 D2 R2 B R B2,D' B R' B',B U R' D R D' U' B',D' R D' R D R2,F' D2 B' F D L2 D L2 D' L2 B,D' D' B2 U' L2 D L2 B2 U R2 D' R2,51
U' L' R2 F2 L2 D B2 L' U2 B2 L F U F' B2 R U2 L2 F2 D2 F' L2,,B F D L2 F L,R B' R B2 D2 B',F' U' R2 U F,L' D R' D' L D2 R,R2 D' R2 D R D2 R2,D' F' R' B' R F R' B R,D L' F R' D2 L B' L R2 U2 R2 B L' R D',55
F2 D B L2 F2 U R' L' D2 L2 U2 F' L B2 L D' L2 B2 U' R',,U' F' L D2 L U',B U2 F' L F U2 B',B' R' D R B,D' R D2 R2 D' R2 D' R',R2 D' R D2 R' D R',F' R' B' R F R' B R,D R' D L' D R D2 B R F2 R' B' F2 D L,56
B2 R' U D' R F B' R' L2 D2 F' U D' F2 B' L2 R B2 F L' U,,L U' F R' F2,B' D R' B R' B,B' D2 B,F D2 F D F' D F D2 F2,R2 D R D R D R',D L2 B2 L F2 L' B2 L F2 L,F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D,55
L2 R2 B U2 F2 B2 D' U2 B' U R B' L' F2 U' R2 L2 D' R' D2 R2 F B R2 U,,U2 L2 U2 R2 B' L U',R D B' D2 B',R2 B' D B,D' L' D R' D' L D2 R,B' D' F D B D' F',L' D2 L2 D L2 D L2 D2 L',D2 L' D2 L B R D' R' D' B' D' L B' L' B D2,56
F2 U' L2 F' B2 R' U2 B' F2 D L R' B' R2 D F2 R2 F2 R' F2 U,,L2 D L' B2 D' B' U',D2 B',B' D' B,R2 D' R2 D' R2 D2 R2,R' D2 R D R',D B' L' B R' B' L B R,L' D2 L B R D' R' D' B' D' L B' L' B D2,48
F' D' B2 D R2 F' B' L2 F2 L R B2 F D L' B R' L2 B L' R D2 L' R,,D L' B2 R B U2,D' B L' D' L2 B2 L',,D F2 L D L' D' F2,R' D2 R D R' D R',D' L2 B2 L F2 L' B2 L F2 L,D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F D,52
R' F L U2 L2 B L' F U2 R2 F D U L2 U R' F2 L F2 U' L2,,F L R D L2 F U,R2 B2 R' B' R B2,F' R B' F2 D' B F',D2 R2 D2 R' D' R2,L U' L' D L U L',D' L2 B2 L F2 L' B2 L F2 L,D' F2 U B2 U R2 B U F' U2 B U' F' D' D2,58
B2 U2 L R2 F' L D L2 F' U B2 D R' D2 U2 F' D L2 R2 U2 B2 F2,,L2 B' D' R2 U' L U',B2 D R2 B,D B' D' B,D2 R D' R D R,D2 B2 L U' L U L2 B2,D2 B' L' B R' B' L B R,L' R' D2 L R B D' F D2 B' D F' D2,51
R2 L2 U L B2 U' F2 B' L D' U2 R' B' R2 U R U' B' U' R2,,L' U' L U' B' L' U',B' F' R F2 D' B' F',B R B2 D' B,D R' D2 R,R' D R D2 R2,B D' F' D B' D' F,L' D2 L B R D' R' D' B' D' L B' L' B D2,50
B2 D' B2 R' U R' F2 L' F U R' L' B' F2 U2 F U L F' D2 F2 R B' F2 D,,F2 U2 F' U' B' L' U',B2 R B' D2 B',U L' F L U',D2 R' D2 R D R' D2 R,R' D' R D2 R' D R',R' D' R D' R' D2 R,D2 R' D L' D R D2 B R F2 R' B' F2 D L D2,55
R2 L2 B F2 D R' L D' B2 F' D' U' R' F L2 R' U B' R' D R,,B L B2 F L2 U',U' B2 U2 R' D R' U',F' R B' F2 D' B F',D R' D2 R,F D2 R D R' D F',F' D2 F D F' D F,B2 D' L R' B2 L' R D' B2 D2,48
F' U' R D R' F U B2 U2 B D2 L' U' L U2 R U B2 D B U2 D F' R2 F2,,D' B R D2 L D2 F2,D F' R' B2 F,D2 B R2 B',D2 R' D R D' R' D' R,R D R2 D R' D2 R2,F' D B D' F D B',D D' B2 U' L2 D L2 B2 U R2 D' R2 D',51
L' D2 U' L' B U B U2 B U2 B' L2 D2 F' R' D2 L2 U2 R' F' U' B2 L' D R,,L U L2 U2 B' U2,B' L' D L R' B2,B R' B2 D' B,F2 D L D' L' F2,R' D2 R2,D2 F' R' B' R F R' B R,D F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',50
B' L' F U F U' F2 D L2 R' B D U' F2 D L2 F2 D' F2 B D2,,B' F2 D2 U L',B D R2 B R' B,B' D2 B,F D' F' R2 B' D' B D R2,R2 D R2 D R',D' L' D2 L2 D L2 D L2 D2 L',D' F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D,54
F B R F2 R F R B F U' R F2 U' F D U2 R2 F2 D R F' R B,,D R F L2 U' F,B U' L' D L U,B R' B2 D' B,L' D R' D' L D2 R,R D' R D R' D R',D F' R' B' R F R' B R,D2 D' B2 U' L2 D L2 B2 U R2 D' R2 D2,53
L' F2 R D2 L B2 L B' F2 R B F L U' D2 F2 D2 L' F' L B2,,R B2 U' F R F2,D2 B2 D2 L B' L2 D' L,B R2 B2 D' B,R' D R D2 R' D2 R,R2 D2 R',D2 B' L' B R' B' L B R,F2 U B2 U R2 B U F' U2 B U' F' D' D,52
F L' D' L' U2 F2 D2 B2 R D' B2 L2 R U2 L2 U' F2 B2 R' U' B,,D2 L D2 L2 D' F,R2 D F' L U L' F,B R' B2 F D' B F',D' R2 D2 R2,D' L D' R D L' D2 R',D2 B' L' B R' B' L B R,D2 L' R' D2 L R B D' F D2 B' D F',54
L2 D' U2 L U B F D R' D' L' D R B2 U R2 L2 B2 D2 L' R2 F,,L B' F' D' L2,L' F D2 F' L B',D F' R B' F2 D' B F',D' R' D2 R' D' R2,B2 D2 B D B' D B D2 B,F' R' B' R F R' B R,R' U F2 L2 U L' B2 L U' L2 F2 U' R,55
U' B2 L R2 F' U' D2 B F R2 F' U2 R2 L' D B' D L' F' U R' D2 U' B2,,D B2 R' D' B' F U',B D B2 R' D' B2,F' R F2 D2 F',R' D R D R' D' R,D' R2 D' R' D R',D' B' L' B R' B' L B R,D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F D,55
B U B2 U2 B U2 F' R D2 L' R' D2 B' D U2 F' U D L2 D' F R2 B2 L' B2,,L U' L2 B R2 D L2,D2 B' R2 B' U R' U',D B R2 B2 D B,D R D2 R2 D' R2 D' R',R' D' R D R2,R D R' D R D2 R',R2 B' D2 B2 R2 F' U2 F2 U2 R2 B' D2 R2 F2 D2,55
B U R D2 U' L2 B' L F B' R2 F' D' L R2 U2 B' U2 L B' R' D2 L' D R,,D2 L2 R' D B' L2 U2,U2 L2 U L2 F L F' U,B' D B2 R' B',R2 D' R D R2,D2 B2 L U' L U L2 B2,B' D F D' B D F',D L' R' D2 L R B D' F D2 B' D F' D,54
D' B R2 D2 L R2 B U' L2 U' L2 U2 F' D L2 R' F' U2 D' R' D U,,F2 L2 R F L',R2 U R' D2 U' B',R B F' R B' F2 D F',D' R' D R2,L' F2 U' R U F2 L,F' D2 F D F' D F,B2 D' L R' B2 L' R D' B2 D2 D2,48
L2 U2 L F' U' R' U L2 R B' D L U D' B L2 R2 B' D B L U2 D' B,,F' U L2 U' L2 F,B D B R B2,B R' B2 F D' B F',B' D2 R' D' R D' B,D2 R' D R2 D' R2,,D L' D2 L B R D' R' D' B' D' L B' L' B D,47
B R L' F' R2 D F' D U R' U2 R' U F' D2 F' L B F' D2 L2,,D F2 U B D F,F' R B2 F2 D' B' F',B' F D B F',D' R' D R2,L D' R D L' D2 R',,D B2 L2 D' L2 U B2 U' B2 D B2 D',41
B' U F2 B U2 R U B' F D2 L' D L B2 R D' U' F U L U,,F' L2 F2 D2 F L2,B' R2 D2 R' D B',B U R2 U' B',D B' D F2 D' B D F2,R' D2 R' D R' D' R2,R' D' R D' R' D2 R,L' F R' D2 L B' L R2 U2 R2 B L' R D,53
F U' L2 F2 L' U' B2 F U2 L' U' B2 D B2 L2 D L2 F' B' D2 U F',,F D L B F L2,D R' B L' D' L,D2 B F' R' B' F,R2 D R2,D2 R D2 R' D' R D2 R',D2 B' L' B R' B' L B R,L' R' D2 L R B D' F D2 B' D F' D,51
R D2 L2 D2 B L' U F D' L2 R2 D' B' F2 D L2 B' D2 B' D',,R D2 R D' B' U' F,R B D B' D B',F' R B' F2 D' B F',D2 U L' F2 L U',B' D' F' D B D' F,D' F' R' B' R F R' B R,D2 L2 D B' F L2 B F' D L2 D' D,54
D' B D' U2 L U' L2 R U2 D2 F B' R D2 B2 R2 L B' R2 F',,R U2 B' U2 L B2 U',L' R2 D L R2 D2 B',U L' F L U',R D R D R2,B2 D' L' D L B2,D L2 B2 L F2 L' B2 L F2 L,L2 D B' F L2 B F' D L2 D' D',51
B2 D2 B U L2 D2 F2 D2 R2 U' L D2 F' R' F2 U2 F R2 L' U B' F,,F2 L2 R B F2 U',D' L' F' L2 B' U2 L',R' B' F D' B F',R' D R,B2 R D2 R2 D2 R' B2,D2 F' R' B' R F R' B R,D2 F' R F' L2 F R' F' L2 F2,48
F R2 B' F L2 U2 B2 F R' L2 D' F R' L D2 U' L2 D2 L F L,,F2 D2 B D F2 L',B L' R2 D L2 B2 L',B' F D B F',R' D' R,D R D2 R' D' R2,D' F' R' B' R F R' B R,D2 L D' B R' B' L' B R B' D' L D2 L' D',51
D2 B F' U' D' F' L2 D2 L2 D' U' B2 R' D' U2 R2 L D' L' U',,U2 F2 L' B' U' L,R D2 B' D' B2,F' R B' F D' B,R' D2 R D2 R' D' R,D' R' D' R2,B D2 B' D' B D' B',D2,36
U' D F R2 L2 F2 D' B' U R' B' L' U L D2 L R F2 D' R2 D2 R L B F2,,R2 D B L F U',D B' R2 B' D B',D B R B',D' R D R2,L' D2 L D2 L B2 L' B2,L2 B2 L F2 L' B2 L F2 L,B2 L2 D' L2 U B2 U' B2 D B2 D2,48
F2 R' D L R2 B U2 L' U2 L' U2 D R2 L B D2 L' B L' U D' B' U',,L' R' D B' L2 U',R' D' B' R' B2,R' B R' B2 D' B,R' D2 R2 D' R,B2 D2 R' B2 R D2 B2,D B' L' B R' B' L B R,D F2 U B2 U R2 B U F' U2 B U' F' D',52
R' F R F L' U F' R2 B R2 U2 F2 R L2 F R L' B D B R,,D2 U2 F' D2 L' D F2,L2 U' F' L' U L',F' R F2 D2 F',F2 D' B' D F2 D' B,R' D2 R' D2 R D2 R',D F' R' B' R F R' B R,B2 L2 D' L2 U B2 U' B2 D B2 D',52
B F D B F' L2 U' F B' L D F' D2 R' D' U' F R' U' L B F D2,,U L2 F' D2 L F' U',B R' D B2 R' B,B R2 B2 D B,R' D2 R2 D2 R2,B2 D2 B D B' D B D2 B,D L' D2 L2 D L2 D L2 D2 L',D2 D' B2 U' L2 D L2 B2 U R2 D' R2,54
R2 F2 R B2 R2 B2 U R' F D2 F2 U2 D' L2 R D' L R' D U2,,F L2 U' B R F2,D2 B R' B2 D' B2,R' B U R2 U' B',D R' D2 R,R2 D R D2 R2 D' R2,D L2 B2 L F2 L' B2 L F2 L,F2 R D' L D2 R' D L' R2 F2 R2 D F2 D2,53
L2 B D L2 R' D2 B R' B' F' D' B2 R2 L' F' L B' L D L2 B F' D R L',,L2 F' D2 U L2,B2 R' D' B2 L B' L',F' R' F,R2 D R2,L D' R D L' R',D' L' D2 L2 D L2 D L2 D2 L',B2 L2 D' L2 U B2 U' B2 D B2 D,45
F' R2 U D' B2 U R2 D' U' B' R2 U D' B' R F2 L' B2 D F L,,L F D L2 D L2 F,D R' B' D' B2,B R2 B',R D' R' D' R,D R2 D2 R' D' R D' R2,D2 F' R' B' R F R' B R,D2,38
R' U B' L B' D L' D B' R' D2 R' F2 B L2 B2 R B D2 L' F' B2 U R2,,U L2 B' L2,D2 B' D' B R' B,F' R' F2 D2 F',R' D2 R D R' D2 R,D2 R' D2 R D R',R D R' D R D2 R',D B2 L2 D' L2 U B2 U' B2 D B2 D',47
D L B U2 F' U2 F L2 F U2 F2 D' L D B2 D' B2 F2 L U,,D2 B' L2 U F L,B R' D' R D2 B',R' B' F D' B F',L D' R D L' R2,D' B2 L U' L U L2 B2,D B' L' B R' B' L B R,R' U F2 L2 U L' B2 L U' L2 F2 U' R,54
B R2 L B' D B2 L2 D B F2 D F' R' U' L F2 B U F' B2 D2 F2 B',,U' B F2 D' L U',D' B2 R D' B2,R' B' D' B,F2 R' D2 R2 D2 R F2,R D R' D R D R',L2 B2 L F2 L' B2 L F2 L,D L D' B R' B' L' B R B' D' L D2 L' D',53
U F D' B' U F' B' R2 L B2 L U L2 D U R U2 D2 F2 D,,L D' U' F,D2 R2 B' D B',R2 B' D B,L' U L D L' U' L,R' D R' D R2 D2 R2,D2 F' R' B' R F R' B R,F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D',51
R' D' R2 U' L U' F R' U2 F R U' D2 F2 L2 B' R B' D' U2 L2 R',,D' L2 D' F' U' L',D B U R U',R' B U R2 U' B',D R D R2,D' L D' R D L' D2 R',B D' F' D B' D' F,D' L' R' D2 L R B D' F D2 B' D F',49
U' B' D2 F D' B2 D2 B L' F B D' U' B U B2 R' D2 F' B2 L2,,F2 R' B2 F' L,D2 R' D2 B R' B,,D2 R2 D2 R D R' D R2,D U L' F2 L U',L' D2 L2 D L2 D L2 D2 L',D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',49
L2 D' R2 L2 F B' D' B' U2 L' D2 B' U B U' D2 L2 B2 F D,,R2 D2 U B' R2 D L2,B' R' B R B2,R B' F D' B F',R' D2 R D R' D' R,D2 R' D R2 D' R2,D L2 B2 L F2 L' B2 L F2 L,D' L' D2 L B R D' R' D' B' D' L B' L' B D',57
B D R2 F' D' U2 R' F2 B' U' B' R' L' D R2 B R B' F2 L U2 L2,,F R2 F2 U L,U' B2 U2 R' D R' U',B U R2 U' B',U' B2 D B2 U R2,D2 R D2 R' D' R D R',D' B' L' B R' B' L B R,R' D L' D R D2 B R F2 R' B' F2 D L D2,55
D2 U' L F' U2 R' B L F' L U R2 L' F L' R2 F' B2 R U' R B' L2 B U,,U' L B' D' B' L2,B D' R' D2 B2,F' U' R2 U F,D' R' D' R,R2 D2 R2 D R2 D2 R2,F' D2 B' F D L2 D L2 D' L2 B,B' L B L' R' B L R' B L' B' R2,50
D F' U2 L' F' L' D' B' F' R' B2 R' D' F' D B2 F U R2 U D' R' D' R',,R' B L2 B U',D2 U R2 D2 U' B',F D F',D R' D2 R,R D2 R D2 R2,D2 F' R' B' R F R' B R,D' F2 U B2 U R2 B U F' U2 B U' F' D' D,47
U D R' L D L2 U' D F U' R D L R' F' U' D' B D' L2 R2,,B L' R D L2,L' D' L B R B2,B' D B,D F2 L' U L' U' L2 F2,R' D' R D R',D L2 B2 L F2 L' B2 L F2 L,D' F2 U B2 U R2 B U F' U2 B U' F' D' D',52
U R2 U2 L2 F2 D' R U' B' F2 R L B F2 R U2 F R2 U' R2 B' R2,,F2 U' F2 U' L F',B D' L' D L D2 B',F D2 F2 R F,D2 R' D2 R D R' D' R,D2 R D2 R' D2 R2,R D R' D R D2 R',F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D,54
F' R' L2 B2 U' F2 R2 D' U R B2 F L' D B R2 L2 U B' U' L,,U2 L' F U R F',R' D B',R B' D' B,D' R D' R' D2 R2,B' D2 B' D' B D' B' D2 B2,F D' B' D F' D' B,D' L2 D B' F L2 B F' D L2 D' D',47
L2 B R2 D2 L' F U L U2 L R2 D R2 L' B2 D L D2 L2 U F2 D L2,,L2 U L' F' L F,R' B' R B2 D B',F' R' F,R2 D2 R D R' D R2,R2 D R' D R',R D R' D R D2 R',D' L' R' D2 L R B D' F D2 B' D F' D2,48
U L' R' D R' U2 L' F' L D' F2 D' U' B2 L' F' R2 F U2 L' D' B',,L F' R U' B D2 F2,B L' D L D2 B',R B' F D' B F',R2 U' R D' R' U R2,L' U F2 U' L D' R',D L' D2 L2 D L2 D L2 D2 L',D2 L R D2 R' D' R D2 L' D R' D',55
R B U2 R U2 B' D' R D' B R' B2 D' L' U2 D2 R' F U2 L' U' L F2,,D' R F' R' U,U R U' B2 R D2 B',F' R' F,L' D R' D' L D2 R,D2 R2 D' R D' R2,F' D2 B' F D L2 D L2 D' L2 B,D F' R F' L2 F R' F' L2 F2 D2,50
F2 D2 L U' R' L2 F2 L' U2 B D' R F U D2 R' F' B U' L' F' B',,F R' B2 D' F L',B U R' D U' B2,D2 B R B2 D' B,D R D' R,D2 R D2 R' D' R D R',D' L' D2 L2 D L2 D L2 D2 L',B2 D' L R' B2 L' R D' B2 D2 D',51
U F' B' U' F D F' D L2 D' F L2 U2 R F2 R D2 R2 B L D' F' B' U B',,F2 D B' U' L2,R' D' B' D' B',F' R B' F D' B,R' D2 R D R' D' R,D2 R D' R' D2 R',L' D2 L2 D L2 D L2 D2 L',D F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,53
U' L2 B2 U2 B F' R F2 U D2 F' B U' R F' U D' L R' F2 D U,,U' B2 L B2 D F,D' B2 D R' D2 B2,R B' F D' B F',L B2 U R2 U' B2 L',D' R D R D R',B' L' B R' B' L B R,D' L' D2 L B R D' R' D' B' D' L B' L' B D',55
U2 D' L2 U F2 L D B R2 F2 R' U2 L2 F2 L B' D U L' D2 R2 B2 R F2 D,,U' F' L B2 D2 L',L B2 F' U' F L',F' R B' F D' B,D R' D2 R,D' R2 D2 R' D' R',D' F' R' B' R F R' B R,D R2 F2 R B R' F2 R B' R D2 D',49
F' L B U' B D2 R L2 F B' D L2 D F2 R F R' F D' R' F,,B D2 U' F2 D' L F,B' L2 F' U2 R2 F L2,F' R F,F2 D2 R F2 R' D2 F2,R' D' R D2 R' D R',D2 B' L' B R' B' L B R,D' D' B2 U' L2 D L2 B2 U R2 D' R2 D2,53
D' L2 D B' D U' F' B2 U' F2 U2 D' F' D R' B' D' L2 R U2 D L2 F D,,B' L U F' U',L2 F2 U' F2 L2,B' R' D R B,L B2 U R2 U' B2 L',R2 D2 U' L B2 L' U,F' R' B' R F R' B R,D2 F' R F' L2 F R' F' L2 F2,47
R' D2 L2 F R B2 D' L2 B2 R2 L' B D2 R L F D B D B2 F R' U D,,R B U' F2 L,D B' R2 B D2 B',B' D B,D' R' D2 L' D R D' L,D2 R2 D R D' R2,F' R' B' R F R' B R,D L R D2 R' D' R D2 L' D R',47
R' U R2 U F B2 U' D F' B2 R' L2 B' F' U' B' R2 L' U' L2 R',,B' U2 R B' U L2,U' B U2 R' D2 U' B',F D' B F2 R' B' F,U R' D R U',L' D2 L D2 L B2 L' B2,D2 F' R' B' R F R' B R,D D' B2 U' L2 D L2 B2 U R2 D' R2 D,55
U2 R2 F' B2 L2 R F U2 R2 F' L F R U R' L2 F2 D' F' R B' F' D2 B,,F' D2 L B2 D F2 L,F D F' D R' D B',B R2 B',R' D2 R' D2 R,D R2 D2 R' D' R D' R2,R' D' R D' R' D2 R,D' B2 L2 D' L2 U B2 U' B2 D B2 D',49
U B2 U' R' F2 R2 U F2 U' B2 U2 R2 F' L' F2 D2 B R' L F',,R2 B U' F2 R' U,B D2 R' D B',R' B' D' B,L U2 L' D' L U2 L',R' D R D2 R' D2 R2,D2 L' D2 L2 D L2 D L2 D2 L',D L R D2 R' D' R D2 L' D R' D,51
B2 D' F' L2 F2 L B U2 D2 F U' B F R U' F' U R' F B D2 R L',,F' D U R U,B D2 F' L U L' F,F D2 F2 R F,F' L2 B U2 B' L2 F,D' R D2 R' D2 R D2 R',D2 L2 B2 L F2 L' B2 L F2 L,D F2 U F' D' B D2 F' D B' D' F2 L2 U' F2,57
U' D' F' L2 B' L B2 R' U' L R2 B U2 B R F' L' U' F' B2 R B' L2,,D F2 U2 L2 U' F,U R2 U' B' R2 B,D' B R' B',D2 R D' R D R,R' D2 R2 D R2 D R,B' D F D' B D F',B2 D' L R' B2 L' R D' B2 D2,46
L2 D' L D U L2 U F' B2 L2 D2 U2 R' L D2 F2 R2 D F2 R' B D2 R2 D2 U',,U2 B L' R2 U,D2 B' D B' R D B',F D' F',D' R D' R,L' R2 U F2 U' L R2,D2 F' R' B' R F R' B R,D' L' F R' D2 L B' L R2 U2 R2 B L' R,49
R' F2 D' B' F2 U' R2 U' R2 F U D2 B2 F' D2 R' B' L' U' D' L2,,L' R' U B L2 U',B D' R' B2 D' R D2 B',B R2 B',F2 D2 R F2 R' D2 F2,R2 U R' D2 R U',D2 L2 B2 L F2 L' B2 L F2 L,D' F2 U B2 U R2 B U F' U2 B U' F' D' D2,55
F2 L R2 F R' U' F' B2 D' B2 D' B2 F2 D2 B' L' F' B' U' R',,B D2 L' U' L2 R2 F',B2 R' D' R2 B2 D' B2,F' R F,U R' D2 R U' R',D' B2 L U' L U L2 B2,D L2 B2 L F2 L' B2 L F2 L,D' B2 L2 D' L2 U B2 U' B2 D B2 D,53
D2 R' F' L' F B D' B' D2 R F2 D R' D U' L' F D' U' R2,,U2 L2 R' F U L',B' L2 F' R2 F L2,U L' F L U',R' D R D R' D' R,D2 R D' R2 D R',D L' D2 L2 D L2 D L2 D2 L',D D' F2 U' B2 U' L2 B' U' F U2 B' U F,54
U2 L' F D' U B D' L B U2 F2 U2 R F2 L B U2 L R' U D' R L2 B' R2,,L D' F' L2 F L',U R' U' R D B',B' D2 B2 R' B',R' D R D2 R' D2 R,L D' R' D L' D2 R',D F' D2 B' F D L2 D L2 D' L2 B,D R2 F2 R B R' F2 R B' R D2 D',55
F2 B' U' F' D' L' D' B U' B2 U D' B L2 R2 U2 F2 U L' F' D' L D,,D' U L R2 F',L' D2 R' D L B',B R' B2 F D' B F',D2 R' D' R,R' D2 R2,R' D' R D' R' D2 R,D F2 U B2 U R2 B U F' U2 B U' F' D',46
D U2 L2 U' R F' D2 F2 D2 F2 U F2 U F B R' B D' B2 R D2 F2 R L',,U R' U L2 B' L,R2 B2 D B' L B' L',D' B R' B',R' D' R,D R D' R D R2,F' D2 B' F D L2 D L2 D' L2 B,D2 L' R' D2 L R B D' F D2 B' D F' D,51
B' D R2 L U' D2 F' D' B2 D U F' R' U2 B' F R' B U' D,,L' U2 R2 F2 D' B' U',R2 B D2 R D B2,B R2 B',D2 R D2 R2 D' R2 D' R',D R D' R D R2,B D' F' D B' D' F,F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D',52
F2 D' B2 L F' L2 B2 L B R' B2 R U' F2 R2 D R U' F R2 F2 B2,,F2 R D' B F D' L2,R2 B2 R' B,F D' F2 R' F,F2 L D L' D' F2,D R2 D2 R' D' R',F D' B' D F' D' B,D R2 F2 R B R' F2 R B' R D2 D',47
D2 L D R' L' D' U F D' R D R U D' B2 U2 F2 U2 B2 L2,,U2 L D' L',D' R2 B D2 R B2,D' B R B2 D' B,B' D2 R' D' R D' B,R2 D2 R D R D2 R2,D L2 B2 L F2 L' B2 L F2 L,D L' R' D2 L R B D' F D2 B' D F' D',54
U' R' L2 B' U B2 F L2 B' U' L2 B L2 B' D F B' D L2 F2,,B R' B' L2 F U,R D R2 B R B2,F' R2 F2 D F',D2 F2 L' U L' U' L2 F2,U F2 D' F2 U' R2,F' R' B' R F R' B R,R2 B2 U2 L2 B' F' U2 R2 B' F',49
R' L U B2 D' R' F R' L2 B R2 F2 D2 R' D L D2 U' F2 U,,D' R' U2 F D2 B' U',B' R2 D' B' R' B,F D' F',D R' D2 R,R D R2 D R' D2 R2,L2 B2 L F2 L' B2 L F2 L,D F2 U B2 U R2 B U F' U2 B U' F' D' D,51
F' D2 F2 U D' F' D' R2 U L' R' U B2 F' L2 U' R L F2 U' D' L' B,,F2 U B' L' U' L U',R B' R' B R2 B2,R2 B' D B,D2 R D2 R2 D' R2 D' R',D' R',D2 B' L' B R' B' L B R,D' L R D2 R' D' R D2 L' D R' D',48
B U B' R D U F' R' U L' F2 L2 B U' L2 R' B L' U F2 B U B L B,,R D' R2 B' U L2,L2 U2 F' U2 L2,B U R2 U' B',R2 U' R D' R' U R2,D' R' D2 R',F' D2 F D F' D F,D2 B2 L2 D' L2 U B2 U' B2 D B2 D2,46
D2 F' D U B U2 B' D B L2 B2 L F' U' D2 R2 L2 F2 R' D2 U' B,,F D' B' L' D L',D R B2 R2 B,R F D2 F2 R F,R2 B2 R B2 L' D2 L R,D' R' D2 R D2 R2,F' D B D' F D B',D2 D' B2 U' L2 D L2 B2 U R2 D' R2 D,51
B2 L F2 D2 L2 B D F2 R U D' R2 L B R D U2 F2 L B' R,,U F2 L' D2 L F,B' D' B' U R U',R F D2 F2 R F,D2 R' D2 R,R' D2 R D' R2,D' L' D2 L2 D L2 D L2 D2 L',D F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',52
D' L' B R' U2 L' F' R2 L F2 R' U' F2 L2 F U L' B R' L2 F R2,,F L' D2 B R2 U L2,B R2 D B2 R' B,B' D2 B2 R' B',R' D' R D' R' D' R,R2 U' R D R' U,R D R' D R D2 R',D L' D2 L B R D' R' D' B' D' L B' L' B D2,54
L B U' D' B' L' B2 D2 L F U' B2 R F2 U R F' B' L' F' U2 B',,L' D' U2 F D' L',R D2 B' R' B,F' R2 F2 D' F',D' R' D2 R D R' D' R,R' D2 R D R' D R',F' R' B' R F R' B R,D' D' B2 U' L2 D L2 B2 U R2 D' R2,51
L' B2 F R2 L' F' U R2 F D2 L B2 D' L2 F2 D B R2 F2 R2 B U',,D L U2 L B U',D R2 B' L' R2 D2 L,F' R F2 D F',B' U2 B D2 B' U2 B,D R',B' L' B R' B' L B R,D2 L2 D B' F L2 B F' D L2 D',46
