scramble,orientation,eo_line,block_fr,block_fl,block_bl,block_br,co,pll,total_moves
D' F U L' U' F' R2 B2 U2 F2 L2 U' F' R' L' D B2 F' U2 L2,x2,B R B R2 U B' D,R2 U R2 U R',L D2 L' U2 L D2 L',U2 L' R' D2 R' D2,R U L U L',B' U2 F' B U L2 U L2 U' L2 F,U U' B2 D' F2 D' L2 F' D' B D2 F' D B,55
B2 U' B L' U2 R' F' B' U' D' R2 U' R F' D2 U' B U D F2 B D F B' L2,x2,B' U2 R' B' L' F,,R U2 R U2 R' U2 R,R2 U L R U L,L R U' R U R' U' L',U F2 D' B L2 B' D F U2 F,U L2 U F' B L2 F B' U L2 U',48
B' D' R L B2 L2 F2 U D L' D2 F U2 D2 F L F' B L' B D' B' F D,x2,B L D' F2 L' F' D,D U2 R U2 R' D',U2 L' R2 U' L R U' R,U2 L2 D' L U' L' D L2,U' L2 U' L' U' L2,B' U2 F' B U L2 U L2 U' L2 F,U U' B2 D' F2 D' L2 F' D' B D2 F' D B,60
R D2 B' F2 L2 U R2 D' B F2 U2 R2 L' U D' L2 U2 B2 D F2 R2 B D F,x2,L2 R U B' D2 R B',L' U2 L' R U2 R',D2 U2 R U2 L D2,U2 L' U2 L,L U' L2,U2 F' U2 F2 U F2 U F2 U2 F',F2 L2 U' L2 D F2 D' F2 U F2 U,47
D' F' U' R2 U2 F' B' U2 B' D B' D2 L D2 U L U2 L2 D' F2 U B' F U,x2,L2 B2 U B F,L' U2 R' U2 L R',L' U2 L R' U2 R,R D2 L' U' L D2 U R',U2 R2 D2 U' R' D2,F U2 F' U' F U' F',U L' B R' U2 L F' L R2 D2 R2 F L' R U,53
F U2 R2 U' F2 D B' U L2 F' D U L2 D L' U' D' B' F L F,x2,B D R' B',R2 U2 L' U' R',U' L' U R' U' L R,U L U L2,R U' L U L' R',B L F L' B' L F' L',U B2 D F2 D R2 F D B' D2 F D' B' U' U,49
B L' R D' L2 B' L' F' R B2 F2 U2 L2 R' U2 R' L' B' F' L2 F U2 L R2 U2,x2,F' U F' L R' D2 F',U' L' U' R U2 R2,U2 R2 U2 R U R' U R2,R' U L' R U L,U' L U2 L' U L U' L',R' U' R U' R' U2 R,U' B' R B' L2 B R' B' L2 B2 U,53
D F' R2 L2 D' L2 B2 R D U L2 R2 U' F' B2 L' F' R2 U B D' L2 F L',x2,D L2 B2 L U' F',R U2 L' U' L R',L2 R D2 L' R2 D2 L',R U' L2 U R' U' L2,U L2 U' R U' L',F' U2 F2 U F2 U F2 U2 F',F2 U' L R' F2 L' R U' F2 U2 U',52
D' F2 B' D2 R B2 U2 D2 R2 D L D' R' F R' F2 R2 D2 R B L',x2,B' L' D B' D,L U' R' D2 L D2,L D2 L' U L D2 L',U' L' R' U' L2 R,U L' U2 L2 U L2 U L,U B' U2 F' B U L2 U L2 U' L2 F,L R U2 R' U' R U2 L' U R',54
R2 U' R' F' L U' R2 L2 F2 D' R' D2 R F B2 R B2 U D' L2 U' D F' B2 L',x2,L F L R2 B' D',U R2 U2 R' U' R U' R2,R',U2 L' R U2 L R',R2 U' L' U R' U2 L' R',U2 F' U2 F2 U F2 U F2 U2 F',U L' U2 L F R U' R' U' F' U' L F' L' F U',55
U' D L D' F' B U2 R F2 U2 D2 B F2 D L2 R B' F D' L2 B2 R2 L2,x2,D' R2 F' R' D F,U' L U' R U L' R',U R' U' L' U2 L R2,U' R' U L' U' L R,R U2 L U' L2,,U2 L R U2 R' U' R U2 L' U R',43
F L' R F' R' D2 L2 D2 R L2 F2 L2 R D L2 D2 F B U D B' R D2 L' F',x2,L' R' F' U L' D F,L' U2 L' U R U R',D2 R' U2 R D2,R D2 L' U' L D2 U R',U2 L' U2 R D2 R D2 R2,L F' L' B L F L' B',U2 B' R B' L2 B R' B' L2 B2,53
R B' F' L' D F' B' U2 L' D' L D2 U2 F2 R B2 D L2 B' F2 D2 F',x2,L2 R2 F' R' U B',L U2 R' U R2 U' L' R2,L D2 R' U' R D2 U L',R' U2 L R2 U L,U' L2 R' U' R U L2,R' U' R U' R' U2 R,U' L U' F R' F' L' F R F' U' L U2 L' U,57
U L' R' D' R B2 R2 B U' B' L2 D' U2 F2 L' U' F2 L F2 L' F L',x2,D L F' D2 B',D2 L2 U' L2 D2 R',U' R' U2 R U2 R' U2 R,D2 L U2 L' R' D2 L',L' U2 L2 U L2 U L,,F2 L2 U' L2 D F2 D' F2 U F2,43
B2 L D F' L F' R2 F R2 B D2 U B' L F U R U' L R F' L2 R' U2,x2,L2 B D' B2,D2 R U' L R' U L' D2,R' U' L U2 L' U R,D2 U2 L' R D2 L',R D' R' U R D R',R U R' U R U2 R',U F2 L2 U' L2 D F2 D' F2 U F2 U',51
D B F2 L' D' B2 R2 L F2 B' R L2 B D2 F R' F2 D F' L' B',x2,U' L' F2 R2 B' D2 F,L R D2 R' D2 R,R' U R U2 R' U2 R,D2 R' U L' U L U2 R D2,U R' U' L' U' L' R,R U R' U R U2 R',U2 R' U L' U R U2 F R B2 R' F' B2 U L U',59
D2 B L2 D F2 U2 D R2 U R' F2 U2 D L2 B2 F2 L R F' B R2,x2,D' R' D B' F2,U L' R U2 R',U L U2 R U' R,U L' U2 L U L' U2 L,U' L2,R' U' R U' R' U2 R,U2 L' U2 L F R U' R' U' F' U' L F' L' F U,49
L U2 D2 L' B2 F2 R' L' F' D2 R U' F' R' D' U R' U R2 U L,x2,B D' L' D' L2 U' F,U2 L R U2 L' U2 R',U' R D2 L' D2,L2 R U2 L2 R',L U L' U2 L U' L',F U' B' U F' U' B,U2 L2 U F' B L2 F B' U L2 U',49
U2 B R D R2 L U L R2 B2 R' U' B' D' B2 R B' D2 B' R',x2,U B F' D' R B F,R' U' R U' R2,U' R' U' R,U2 L' U' L U L' U2 L,L' U' L' U L',U' F2 D' B L2 B' D F U2 F,U,40
D' L2 F' L B2 R2 B' F' R' U' R' L2 D2 U2 L' F R L' U D F' R2,x2,F2 D2 L2 D' B' F,U' L' U2 R U L U2 R2,L' U2 L R' U' R,L' U2 L U L' U' L,U2 L U R2 U L2,F2 D' B L2 B' D F U2 F,U L' R' U2 L R F U' B U2 F' U B' U2,56
U2 B' R' L D2 B' F' U' L2 R D F2 D2 F' B L D2 R' D' R2,x2,R F2 U2 F' R2 D',U2 L' U2 L R',L D2 R' U' R D2 U L',L2 D' L U' L' D L2,L' U L2 R D2 R D2,F' U B U' F U B',L R U2 R' U' R U2 L' U R' U',51
D2 F2 B D' F' B2 U D F2 U' F' R U D2 R' U F D B2 F2 U' L D,x2,F2 L2 U R B' F,U2 R U2 R',L R U2 R U R,L' U' L U' L' U' L,L2 R2 U' L' U R2,U F' U2 F2 U F2 U F2 U2 F',F2 L2 U' L2 D F2 D' F2 U F2,49
B R' B' R B2 L2 D R2 F2 B' L' U L2 D' U F D2 U L' F R B' U2,x2,D L2 F R2 B' R' D,L U' L' R2 U2 R' U R',U' L' U R' U' L R,L' U L U' L,R' D2 L U L' D2 U' R,,B2 D F2 D R2 F D B' D2 F D' B' U',48
D' L2 F2 B2 U' L2 U' R' U' R' F' L B L2 D U2 R' U' F' U' F2 U',x2,B R D' L' U' B',L2 U L U2 R2,U2 L U2 R D2 L D2 R',L U2 L U' L U L' U2 L',L2 U L2,F R F' L F R' F' L',U2 B' R B' L2 B R' B' L2 B2 U',50
B2 L2 D2 B2 R L' B2 D U2 R L F2 D' B F2 D U2 F L R2 B2 D B D',x2,U' L B' D B2 F',R U L' U2 L R',U R' U R U2 R,U L U2 L2 U' L2 U' L',L2 U L' D2 R' D2 L,F2 D' B L2 B' D F U2 F,U' R2 B2 R F R' B2 R F' R U2 U2,54
R2 F L2 B2 R2 D U2 L' U' B2 R2 U2 F' B D B L' B2 R U B' L B,x2,U' B' F2 D F' D,R2 U2 R' U' R2,L U L' R U' R',L U2 L' U L U' L2,U' L' U2 L2 U L2 U L,B' U' B U' B' U2 B,U F2 U' L R' F2 L' R U' F2 U2,50
U' D R2 B2 L' F2 D B' D F L D B2 L F' B2 L' R2 D2 B L F' B2,x2,R B D' F' D2,R' U2 R,L' D2 L2 R D2,U2 L U2 L2 U' L,L U L',F' U B U' F U B',U F2 U' L R' F2 L' R U' F2 U2 U',41
D' B2 F R D' F R2 F L R2 D L U L' R F' U2 R' D L D B' U L2 F,x2,B' D B2 U' L F',R' U2 R U2 R' U' R,U R2 U2 R' U' R',D2 L' U' L D2,R D2 L' D2 L,U' F' U2 F2 U F2 U F2 U2 F',R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2,53
U L' D2 B' U F' R' F2 U' D2 B2 R2 U2 L F U' B2 F' R' L B' D2 B2,x2,U2 B R U B L' F',R' U R,R2 U' R D2 R D2 R,U2 L2 U2 L U L' U L2,L2 D L' U L D',F' U2 F2 U F2 U F2 U2 F',B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',54
B2 U2 F2 B' L D U' F2 U2 D F2 B2 D' L' B2 D B' R' F2 U R L' U R' F,x2,B' D' L D2 F R' B',R' U2 R,D2 R' D2 U R',L' U L' U L2,L U2 R U' L' U R',R B' R' F R B R' F',R' D B2 L2 D L' F2 L D' L2 B2 D' R U',49
F' B L2 F' U' L B' U R' U F2 U' R' D' F2 R' U' F2 L B2 F' R2 F D2 B,x2,B2 F L' D U B',U' R' U2 L' U R,U' R U' R' U2 R U2 R',,L' U' L2 U L',B' U' B U' B' U2 B,U U' F2 D' L2 U L2 F2 D R2 U' R2 U2,45
D2 F2 D R2 U D' L2 F2 R' U B' U' L2 R2 F B' R L' F L D2 U2 F',x2,R D' B U2 R B,R' U2 R2 U2 L' U L R,U2 R U2 R' U' R U2 R',L' U2 L,U' R2 U' L2 R2 U L2,F U' B' U F' U' B,U' B' R B' L2 B R' B' L2 B2,49
L B D2 L' R2 U' L' D2 R2 L' D U F' B L R' B2 F D R2 D2 U2 R2,x2,B' L' B F' U F2,U' L' R' U' L U2 R,D2 R2 U R U' L' D2,R D2 L' U' L D2 U R',U L2 U' L' U2 L',F R B R' F' R B' R',U2 L' B R' U2 L F' L R2 D2 R2 F L' R,56
L' B F D2 F D2 R' D U2 B L' R' B2 R L2 U F' R2 L B' U',x2,L' R2 U B F' D' B',R U2 R,L D R U2 R' D' L',U2 L' U2 L,R U' L U R' U2 L',,F2 L2 U' L2 D F2 D' F2 U F2 U,39
D2 R2 L' B' U R L' D' B D' U B R U' L' D' L2 R F2 D U' R2 L' D' F',x2,U F D' L D' F',U R' U' R,R2 U R U2 R2,U' L U' L2 R U' L2,U L U L',L F' L' B L F L' B',R' D B2 L2 D L' F2 L D' L2 B2 D' R U',48
U2 L D' B' F' L2 U' L' R F' B2 R F L2 F U F' R' B2 D U2 L D2,x2,U2 B R2 D U' F',,U2 R2,D2 L2 R D2 L U L2,R' U' L U L',B' U' B U' B' U2 B,F2 L2 U' L2 D F2 D' F2 U F2 U2,38
L2 B2 D2 B U F B2 D R F2 U D2 L2 B L2 D U B2 U' B' L2 R F B' U2,x2,U2 F2 U' L' F',L U2 R D2 R2 D2,D' U L' U2 L D,U2 L' U' L U L' U' L,D' L U2 L' D,L F' L' B L F L' B',L U' F R' F' L' F R F' U' L U2 L' U',52
B2 F' D' L R2 F B L2 D' U2 R2 B' U' B2 D' U2 F2 L R F',x2,F R F L' B' D' F2,R' U2 L U2 R,D2 L2 U2 R' U' L' D2,L2 U' L2 U' L2 U2 L2,L' D L' U L D',U2 F' U2 F2 U F2 U F2 U2 F',U' F2 U' L R' F2 L' R U' F2 U2 U,54
F' U2 R' L B2 U2 F2 U' R' U L' D2 R' L' B D U' B F R',x2,L' R2 B F' D F',D2 L D2 U R,L U' R U R',U L' U2 L U L' U' L,U2 L',L F' L' B L F L' B',U' F2 D' L2 U L2 F2 D R2 U' R2 U',46
U' L R2 B D R D' L' D2 L2 R U' F' R2 B2 D2 B2 F' R2 D2 L2 F2,x2,F' L2 D' R' B,L' D2 U' L D2,L' U L' R U2 R',L2 U' L U L2 U' L,L U' L',F U2 F' U' F U' F',U B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U2,49
F D2 R L' U2 B F' U' F2 B' L U2 L D2 L D' F U B D' R2 L' U2 D F2,x2,L R D F D2 B',U R' U2 R,R2 U' R U2 L U2 L' R2,D R U2 R' D',L U R' U2 L' R,R B R' F R B' R' F',B' R B' L2 B R' B' L2 B2 U2,47
L2 R' F' U2 D2 F2 R' B L' D F L R' U' B R D2 L R D L2 D B2,x2,B D U L B F',L D2 L' U' L D2 L',R U' L U2 L' R2,R2 D2 L' D2 U L2,,F' U2 F2 U F2 U F2 U2 F',U2 L U' F R' F' L' F R F' U' L U2 L' U',49
D' U2 R F2 B U F R B L2 U F2 B R2 F R' U2 R2 D B' D2 F2 B' U2,x2,R F L2 R B' D',R2 D' R U' R' D,U' R' U2 R2 U R2 U R,R' U R U L,L U2 L',F R F' L F R' F' L',B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',50
U2 F2 B' D2 R F2 D F2 D R2 L' B' D R F' D2 L F2 D B2,x2,R' U L' B' U' B' F,U L' U' L R' U' R,L2 U L D2 U' L' D2,R' D' L' U L D U' R,L' U2 L2 U L',U' F2 D' B L2 B' D F U2 F,U B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2,59
B' F2 R D2 F' D R' U2 R' B' U' L' U' F' D' F2 D F B' D' B2,x2,D' L' R B' D' F,L2 R' U L U2 R,L2 R U2 R2,U L' U L2,L' D' L U' L' D L,F U' B' U F' U' B,U2 F2 U' L R' F2 L' R U' F2 U2 U2,46
R2 U' L' U' L2 D R2 U2 R2 U D' B' R' D R D' B F L B2 L,x2,L2 B R D',R' U2 R,L U2 R U L' R',U' R U2 R' U2 L2,U2 L2 D L' U L D' L2,U2 F2 D' B L2 B' D F U2 F,U2 U' F2 D' L2 U L2 F2 D R2 U' R2 U2,50
D L F D U L2 F B2 U' L' B' D B D2 F2 L D' U2 F2 B2 L2,x2,U2 R' U F' L2 D,U' L' U L' R2 U R,R U R' U' R U2 R',U L' U2 L,R U L2 R',,B2 D F2 D R2 F D B' D2 F D' B' U' U2,42
R2 L2 U' B2 D2 U R B2 U' L' R2 B2 F U2 R2 L2 F L D' U2 R' B F2 L',x2,F2 D2 R' B' D F,U2 L2 U R,U' R U2 L U' R',U L' U L U' L,L' D' L U2 L' D L,U F2 D' B L2 B' D F U2 F,U' L R U2 R' U' R U2 L' U R' U,51
U2 B' U' F2 R U L' R2 U' F R' D' R U' D2 L' D R' B2 L' F,x2,R' F' L' R' D' U B',R' U2 R,R' U2 R' U' R U' R2,U2 R U R2 U L,L U2 R U' L',U F2 D' B L2 B' D F U2 F,L' B R' U2 L F' L R2 D2 R2 F L' R,51
R U D2 F' U2 F' L D L2 D' R U' R U' D2 R' D R' U F' D L D F2 L',x2,L D B2 U2 B',U' R' U' R U R' U2 R,L' U' L R U' R2,L' U' L U L' U2 L,L R' U' R' U2 L',R B' R' F R B R' F',L' B R' U2 L F' L R2 D2 R2 F L' R U',54
U2 B L' B2 L2 F' R' D' F R2 D2 R' B L D' U L U2 F R' F U2 F D',x2,B2 U B L' R' D B,R2 U R U R2,L U2 L' R U2 R',L2 U L2 R' U L,U L U' L',F U2 F' U' F U' F',R2 F2 D2 L2 F' B' D2 R2 F' B',45
U2 L2 B2 D U R' L' D2 F U F D B' F' U L2 F L2 D L2 B2 D R2,x2,R' D F L' U' R2 B,U' L U' L' U' R U2 R,L D' L' U L D L',D2 R U2 L' R D2,U R U L U L' R',B' U' B U' B' U2 B,B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U2,57
D' U' B D B' U2 R' F D' F' L2 U2 L B' L F' R L' F' U2 B2 R D,x2,U F R2 F D' F R' B',L R' U L' R,L' R' D2 L D2,U2 L2 U' L U' L,L U2 L' U2 L U' L',B U' F' U B' U' F,F2 U' L R' F2 L' R U' F2 U2 U',49
U' B F2 L' U' B2 D L' B D2 U L2 B2 L' F' U' R' B F D F D2 U' B,x2,U2 L2 B2 D B' L' F',R2 D2 L R' D2 R',R U2 L' R U2 R',U L U2 L2 U L2,,U F2 D' B L2 B' D F U2 F,U2 L' U2 L F R U' R' U' F' U' L F' L' F U2,51
L' R2 U R' F' U F' R D B2 F' L' U B' U B' L' R' B2 R2 F B,x2,L2 F D L B' D,L' U R' U' L R,R' U R U2 R2,U' L' U' L,U' L R2 U2 L2,U' F2 D' B L2 B' D F U2 F,R2 F2 D2 L2 F' B' D2 R2 F' B' U',47
U' F D2 L2 U' B2 F R B2 U R D2 U R' B2 D F' B D2 U2 B D R2 B',x2,F' R D2 B' D F,L U R' U L' U R,U L U2 R' U L' R' U2 R',U R' U' L2,U L U2 R U' L' U R',B L F' L' B' L F L',U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2,57
F' U2 F' B2 D2 R U F' U2 R D' F R2 B2 F' R D' U2 B2 R' L' F,x2,D B L' F' L' D',L2 U' L2 U R,R U2 R' U2 R U R',R U R' U' L2,L U' L',R B' R' F R B R' F',U',35
R F R' B' F2 R2 F L B U' F2 R2 D2 U' L D' F' L' R' D L F' U,x2,F' U' B2 L' F',,R U2 R' D2 R2 D2,L' U2 L U2 L' U' L,U L' U R' U2 L' R,U F2 D' B L2 B' D F U2 F,R' U L' U R U2 F R B2 R' F' B2 U L U',50
U2 D B U2 L B2 F2 L' D B' F' L' R2 D2 L2 B' F2 U D2 L2 B' L' F2 L,x2,L F2 R D B' D F,U2 R D2 L D2 R',U2 L U R2,L' U' L U L2,R' D2 R U2 R' D2 R,U2 F2 D' B L2 B' D F U2 F,U' F2 D' L2 U L2 F2 D R2 U' R2 U,51
R2 F2 L2 D' L F' D' L U' F2 R' U2 D2 F R2 D' U2 L D' B2 D U2,x2,U' B' L2 B2 D B,U2 R U2 R,L D U' R U R' D' L',L' R' U L' U' L,L R2 U' R U' L',,U L' B R' U2 L F' L R2 D2 R2 F L' R U,45
L' U2 L' R2 U2 R' L' B' R' D U' F' L' B2 U2 L2 D' F2 R' D2 U L D' R2,x2,F' U' L R2 F R2 B',L' D2 U' L D2,L' R U' R',U2 L U2 L,R' D2 L U L' D2 U' R,F R F' L F R' F' L',L U' F R' F' L' F R F' U' L U2 L' U,50
B2 L2 D' L' U2 D2 F' B2 R' D2 R' F' D' B U2 R2 B2 R' L' B' R B' L,x2,F2 D F D2 R F,L D2 R' U' R D2 U L',U2 R2 U2 R2,D2 U L' U' L D2,R2 U2 L' U' R' U2 L',F R F' L F R' F' L',U L R U2 R' U' R U2 L' U R' U,51
D' F2 L' U F' D R2 L2 F' L2 B2 R2 B2 F' U' D' L' D2 L' F' R2 U L',x2,U2 L D2 F' D B',L2 D2 R2 D2 L2,R2 U R2 U R2 U2 R2,R2 D2 R D2 L',U2 L U2 R' U2 L',R U R' U R U2 R',U' L U' F R' F' L' F R F' U' L U2 L' U2,51
D L R B U2 D2 F2 D' B' D U R2 L F2 L F' U' L2 F2 L' D' U L' R',x2,L' B D2 B D2,L D2 U' R' U R D2 L',R2 U2 R U R2,D2 L R D2 L',D' U R' U2 R D,F' U B U' F U B',U F2 L2 U' L2 D F2 D' F2 U F2 U2,48
B2 L2 B' F D' L' D2 L2 F2 U L2 U R' F2 D' B' D' U' R U2,x2,D F R B D' B',R' U2 R U2 R' U' R,L2 U2 R',L' R' U2 L' U L2 R,U L U' L',R B R' F R B' R' F',L' B R' U2 L F' L R2 D2 R2 F L' R,48
L' D' B' R2 B' F' R F' R D2 R D R' B2 L2 B' U B U' D2 F2,x2,L2 B2 U B',L U R' U' L' R,R U2 L R' U2 L' U2 R',R' U R U2 L,R' D2 R U R' D2 R,U2 F2 D' B L2 B' D F U2 F,L U' F R' F' L' F R F' U' L U2 L' U,54
D' F2 D' U B' D R U' B' R' D R2 D L U2 R F' R' F2 L2 D2 B2 U2,x2,L2 B2 R2 U B' D,R' U' R U' R' U' R,L' U L U' R',U R' U L' R U L,U R' U L2 U' R U L2,F R F' L F R' F' L',R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2,55
U F' D U F2 L R' F' L2 F2 R D' B' R2 D2 R' U' F2 D U2 F2 D2 U' L R',x2,L D F' U R B',U' R' U' R,U L U L' R2,L2 U' L,L U2 R U' L' U R',B' U2 F' B U L2 U L2 U' L2 F,B' R B' L2 B R' B' L2 B2 U,46
F B2 D' U' F R' L U2 R2 B F' D2 B' R2 D' U B U' D2 B' F2 R2 F U2 B2,x2,F U F L' D,U R' U' R,R2 U' R U2 L U2 R2,L' U L D2 L' U L D2,U' L U2 L2,R' U' R U' R' U2 R,U2 B2 D F2 D R2 F D B' D2 F D' B' U',49
D2 U' R2 B2 F D2 L' F' L2 F R2 D2 B2 D' R2 L U2 D' B2 R' B',x2,L F D2 B' D' B,U R' U2 R U2 R' U2 R,U2 L' U' L U2 R2,L' R' U2 R U2 L,R2 D2 L R2 D2,B' U2 B U B' U B,U L R U2 R' U' R U2 L' U R' U',50
R B' R2 U' F' D U2 B U R2 F2 D B2 L2 R' D' B' R B U' D' B L2,x2,R U' F' D F',U R' U2 R,U R' U' R2,R' U L' U' R U2 L,L2 U' R U2 L2,B L F L' B' L F' L',F2 U' L R' F2 L' R U' F2 U2 U,44
F L R D R' F2 R B U2 B2 R' L2 U D B L B2 L2 D L2 D,x2,B2 D U' L B' D F',U' R U2 R2 U' R2 U' R',R2 D U R' U' R D',U' L' U2 R' U L,U R2 U L2,B L F L' B' L F' L',U2 B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',55
B' D2 F' B' L2 B' R D R B F2 U R' B2 F D2 U L F' D2 F,x2,F L' D2 B D U B',U' R D2 U L D2,R U' R',R' D R U' R' D' R,U' R U2 R' U2 L',F' U B U' F U B',U2 F2 L2 U' L2 D F2 D' F2 U F2 U2,48
U L R' F2 D R' B2 L D L2 F R' L' D F L2 B R D2 F,x2,R' D' B D' B' F,L R' U L' R,L R U2 L' U2 R',L R2 U' L' U' L,U L U L',B L F L' B' L F' L',U' F2 L2 U' L2 D F2 D' F2 U F2 U2,47
D F U2 L R U' B' F2 D2 U2 R2 B' D2 U2 R' L' F D2 R' U,x2,U L R' B' D' B' F',R' U' L U' R2,R2 U2 R2 U' R2 U' R2,L2 U L' U2 L U' L,D2 L U' R U L' U2 R' D2,B' U2 B U B' U B,U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U,57
